Branch Density (kg/m^3),Total Mass (kg),Branch Radius (m),Branch Length (m),Kp(N/m),Kd (Ns/m)
550.0,0.05051529361493621,0.006083333333333334,0.79,3.4937023210568237,0.3493702321056824
